target,id,date,user,text,year,month,day,hour
0,1824864124,2009-05-17 06:16:36,christina_fresh,im fucking miserable amp im falling the fuck apart,2009,5,17,6
0,1824881996,2009-05-17 06:21:21,SurshBox,No more shows Aw,2009,5,17,6
0,1824986489,2009-05-17 06:50:09,renia28,wish i was there,2009,5,17,6
0,1825045785,2009-05-17 07:06:04,steph_davies,Yeah He said hi maybe 3 times LOL But I still wanted to watch the concert,2009,5,17,7
0,1825065203,2009-05-17 07:11:19,keiel,wish you were there you would ve enjoyed it so much let s hope he comes back soon,2009,5,17,7
0,1825237780,2009-05-17 07:55:59,Miss_Melbourne,I am confused she goes against everything I stand for good music and pants but I like her,2009,5,17,7
0,1825279256,2009-05-17 08:05:38,xtwiceasnicex,u really did go awesome i wish i was there,2009,5,17,8
0,1825318807,2009-05-17 08:15:00,ellaaLOVE,i dreamed that i wasn t at the JB s concert,2009,5,17,8
0,1825473663,2009-05-17 08:49:41,Darcevarchy,need alcohol first 3turnoffwords,2009,5,17,8
0,1825476876,2009-05-17 08:50:21,Char_line,Just feeling bad tired and sad Hate sundays,2009,5,17,8
0,1825713798,2009-05-17 09:36:55,TheAmazingCat,cant afford to see Angels and Demons so i watched it for free,2009,5,17,9
0,1825827230,2009-05-17 09:57:32,Lielszakis,Waiting to see how many of the people I m following really update on here,2009,5,17,9
0,1825856687,2009-05-17 10:02:33,CharlyeLynne,finally saw the season finale of the game quot You know you gettin fired right quot lmao u a fool,2009,5,17,10
0,1825882817,2009-05-17 10:07:04,liquilife,I never could get past the resolution issue which was a deal breaker so I ve put vista ubuntu back Sorry can t confirm iMovie,2009,5,17,10
0,1825941227,2009-05-17 10:16:56,MCbutterflyfan,quot girl phase quot I have bad cramps when i 1st get it and i think ima throw up How is ur day goin I hope more festive then mine,2009,5,17,10
0,1826004295,2009-05-17 10:27:23,MIMI_loves_YOU,I saw Green Day Live at Abbey Road today on tv it was awesome but Billie joe you couldn t hit those high notes in 21 Guns,2009,5,17,10
0,1826096674,2009-05-17 10:41:47,nicaboii,I m praying that DX will be ok,2009,5,17,10
0,1826132846,2009-05-17 10:46:31,sarah87146,I miss Oswego a lot more than I thought I would I hope this summer goes by fast,2009,5,17,10
0,1826165719,2009-05-17 10:50:57,TyLeRsMoM825,getting ready for work,2009,5,17,10
0,1826411375,2009-05-17 11:26:53,emilyosment_,Guys follow he is getting stressed because people are following posers it is moises brother follow him please,2009,5,17,11
0,1826453503,2009-05-17 11:32:53,zem42,sorry to hear that,2009,5,17,11
0,1826560335,2009-05-17 11:47:37,dvalentineg,in the process of selling my favorite thing of all time my macbook pro,2009,5,17,11
0,1826977099,2009-05-17 12:43:35,ElvinTiong,Malaysia internet speed pretty slow Can t open heavy websites with colorful graphics and videos,2009,5,17,12
0,1827139268,2009-05-17 13:04:31,DriftyHellcock,I asked Fred a million times but he dosen t answer at all,2009,5,17,13
0,1827167985,2009-05-17 13:08:13,Millyandwheeler,i know its epicly dissapointing,2009,5,17,13
0,1827350525,2009-05-17 13:31:35,imsure,My country is so angry,2009,5,17,13
0,1827351402,2009-05-17 13:31:42,andritha,ime acabo de leventar y no hay nadie en casa s i m going 2 miss u my friend but we still have time 2 spend together miss my dog,2009,5,17,13
0,1827368164,2009-05-17 13:33:48,xoxobri,its sunday and no news bout camp yet i hate waiting,2009,5,17,13
0,1827409128,2009-05-17 13:38:58,Lufferov,Just found out we re working through until 1am Not impressed,2009,5,17,13
0,1827432416,2009-05-17 13:41:55,gerald09,Im so sad Are the Jonas going to be here in Venezuela this World Tour If not Im gonna cry for real,2009,5,17,13
0,1827443149,2009-05-17 13:43:17,dorrispops,revision sucks,2009,5,17,13
0,1827448980,2009-05-17 13:44:02,Freaky4McFly,I need 2 ask em if they will help us wivv our band but i cant get thru afta 120 times of callin bbc radio,2009,5,17,13
0,1827491450,2009-05-17 13:49:28,WashedInBlood,I ve left 3 time now only to be back again I m going to be late for church,2009,5,17,13
0,1827499478,2009-05-17 13:50:27,BaysFinest,me too My ipod touch got stolen a month ago,2009,5,17,13
0,1827546628,2009-05-17 13:56:33,rubenrosalesjr,i dunno how ewin got it to charge that one day now it wont turn on because te battery is dead,2009,5,17,13
0,1827659066,2009-05-17 14:10:35,jennypoynter,it would be but then harry wouldnt be needed,2009,5,17,14
0,1827751784,2009-05-17 14:22:17,ctallman,I live 20min from where you are playing tonight and I am unable to come to the show rock out winston salem for me,2009,5,17,14
0,1827848100,2009-05-17 14:34:23,teethinthegrass,why is looking at the pictures of the graduating class from this year affecting me so bad,2009,5,17,14
0,1827897920,2009-05-17 14:40:34,TotallyQueer81,This movie offer more Dracula damnit,2009,5,17,14
0,1827954217,2009-05-17 14:47:29,shania_18,found a dog then the owner came and picked him up can t wait till tomorrow,2009,5,17,14
0,1827987981,2009-05-17 14:51:40,PeaceLoveTrece,Just took my Mom to airport I miss her too much already,2009,5,17,14
0,1828034173,2009-05-17 14:57:23,aardbeitjes,watching the da vinci code alone my appartment,2009,5,17,14
0,1828037806,2009-05-17 14:57:50,sup_ashley,oh my the heart got cut off after megan boo it was cute,2009,5,17,14
0,1828057635,2009-05-17 15:00:15,MsPrettiPetite,just finished eating a BOMB meal from my aunt s whe im going to miss these meals in a month,2009,5,17,15
0,1832553479,2009-05-18 00:00:17,bishab,I m not liking the fact that I have to endure earthquakes alone now The sound of my wines clanking made it worse,2009,5,18,0
0,1833055352,2009-05-18 01:10:23,honeybee0819,Can t sleep another tummyache,2009,5,18,1
0,1833607925,2009-05-18 02:50:39,xMyLifesAStoryx,thats messed up,2009,5,18,2
0,1833615306,2009-05-18 02:52:09,JuRe1992,i don t want anyone else,2009,5,18,2
0,1833677129,2009-05-18 03:04:31,vaaaalerie,Tired that shower didnt help at all,2009,5,18,3
0,1833718767,2009-05-18 03:13:02,socalreyes,Watching Dane on Comedy Central good times taking care of Ashley she s on sick mode,2009,5,18,3
0,1833756871,2009-05-18 03:21:00,naeemanazeer,i cant upload my pic,2009,5,18,3
0,1833838440,2009-05-18 03:38:18,vikkkkki,ahahahha fuck up no I went and bought a chicken to feed the fam for dinz and its pouring when I got outside I blame you,2009,5,18,3
0,1833857344,2009-05-18 03:42:24,iEmil,damn gmail act now,2009,5,18,3
0,1833968346,2009-05-18 04:07:29,studioprisoner,but must wait for train to get home btw I am the worst typer on the iPhone keyboard,2009,5,18,4
0,1833991272,2009-05-18 04:12:38,steviex19,Off 2 college sad times,2009,5,18,4
0,1834028150,2009-05-18 04:21:02,rangercait,ew how does that even happen and i totally want to learn that whistle too,2009,5,18,4
0,1834046198,2009-05-18 04:25:16,swanseachick84,is not happy is raining again,2009,5,18,4
0,1834064907,2009-05-18 04:29:44,wenightswam,i know how many other 8 places homes can there be i hate this topic too,2009,5,18,4
0,1834085165,2009-05-18 04:34:17,Bellapuff,8 more sleeps need to come home now,2009,5,18,4
0,1834139774,2009-05-18 04:46:57,sherrie_cake,piercings nopeeee i havent been anywhere to get them done maybe i should wait till payday anyway,2009,5,18,4
0,1834206495,2009-05-18 05:02:19,vesula,Some of us had to go out last night and haven t seen it yet,2009,5,18,5
0,1834227945,2009-05-18 05:07:18,the_anke,yah We had one the Pick More Daisies but it closed right at the start of the crunch I miss it Queens pub does wifi but,2009,5,18,5
0,1834250999,2009-05-18 05:12:42,aulia,How did I miss this You re leaving huh Good luck future ventures dude I still haven t got ep 74,2009,5,18,5
0,1834258751,2009-05-18 05:14:36,sanjayar,The URL contained a malformed video ID,2009,5,18,5
0,1834302859,2009-05-18 05:24:55,sirwiggum,I heard it s a bit of a car crime alley underneath the M3 bridge,2009,5,18,5
0,1834377800,2009-05-18 05:42:12,80Nothing,i cant sleep and i miss my ipod amongst other things another devoured comic i need heaps more stupid dishevled comic section,2009,5,18,5
0,1834404878,2009-05-18 05:48:27,starlight628,Had a really scary nightmare and couldn t go back to sleep,2009,5,18,5
0,1834437561,2009-05-18 05:56:03,maxtheitpro,EU slams Intel with record 1 45b anti trust fine They screwed my AMD Bastards,2009,5,18,5
0,1834516963,2009-05-18 06:14:10,angelchany,did not have the best dayy,2009,5,18,6
0,1834577545,2009-05-18 06:27:58,angel5768,boring meeting this is really a monday bummer,2009,5,18,6
0,1834599255,2009-05-18 06:32:46,crustydolphin,i like squirrels,2009,5,18,6
0,1834604371,2009-05-18 06:33:56,loris_sirol,I need to sleep but I m wide awake It happens every night at this time I should have gone to bed at 11 when I was actually sleepy,2009,5,18,6
0,1834635945,2009-05-18 06:40:51,TheAdmiral,Dammit this vista laptop won t find any updates without erroring out,2009,5,18,6
0,1834651118,2009-05-18 06:44:10,QueenBxoxo,a know i ll have youknowwhat though just for that weekend crap timing fs lol i jus got charged for ma phone,2009,5,18,6
0,1834679289,2009-05-18 06:50:14,Breanna11,seanp101 seanp whereee yaa be seanp101 live gt,2009,5,18,6
0,1834723108,2009-05-18 06:59:28,darkknight_101,guess what i m bored,2009,5,18,6
0,1834730144,2009-05-18 07:00:41,Machine15,The sun is in the sky and it is gonna be a glorious day looks out the window,2009,5,18,7
0,1834783708,2009-05-18 07:11:22,ameliadiandra,Listening to daughters by john mayer damn I haven t take a bath but it s night already And yet I still smell like smoke,2009,5,18,7
0,1834794500,2009-05-18 07:13:31,wordsmith451,That s horrible Why,2009,5,18,7
0,1834808876,2009-05-18 07:16:16,lilmisspixi,into a shop th other day they asked me when I broke up for the holidays I wanted to hit her,2009,5,18,7
0,1834816591,2009-05-18 07:17:44,princessmuse,My brownies have become office brownies they were meant to be for me but being made to share,2009,5,18,7
0,1834824770,2009-05-18 07:19:23,archangelmaggie,glad to have you back in the US although i m sure the Philippines misses you aw gas prices always go up don t they,2009,5,18,7
0,1834839623,2009-05-18 07:22:09,sheleonard,what have you been doing with your shins I ve gone deaf in my right ear quiet times,2009,5,18,7
0,1834869620,2009-05-18 07:27:53,ianmmcnaughton,Going to go for a cat nap back to work tonight,2009,5,18,7
0,1834893371,2009-05-18 07:32:12,WizardMagique,did not like most of the WWE Judgment Day results,2009,5,18,7
0,1834909692,2009-05-18 07:35:09,Night_InTunisia,I don t wanna go to work i just don t wanna gooooo,2009,5,18,7
0,1834919451,2009-05-18 07:36:54,OoooohSheSays,duuude look at the weather im not gunna get mt buttered baguette now,2009,5,18,7
0,1835024562,2009-05-18 07:55:39,chainoffools,my cable internet connection is ridiculously slow today,2009,5,18,7
0,1835068236,2009-05-18 08:02:59,kjgriffin18,ahh thats what im afriad of if i go to the next cruise,2009,5,18,8
0,1835069539,2009-05-18 08:03:11,glitterisblue,yep they re leaving it like that,2009,5,18,8
0,1835130765,2009-05-18 08:13:23,madaday,ok so now its raining lots,2009,5,18,8
0,1835209745,2009-05-18 08:25:58,Surfmom66,It s cold and raining outside What a way to start off the week,2009,5,18,8
0,1835211110,2009-05-18 08:26:10,Reila,Phone delivered And it s only 2 30pm I m not used to have stuff done by this time What do I do now,2009,5,18,8
0,1835219179,2009-05-18 08:27:25,brihonee,Doesn t not want to go to work Lovely peaceful day apart from that worry,2009,5,18,8
0,1835326302,2009-05-18 08:43:44,FatDaddySweets,I missed getting in on that,2009,5,18,8
0,1835345051,2009-05-18 08:46:28,FatCheekz,Twitz I ve been up listenin to music my mood is blah I woke up feeling sick,2009,5,18,8
0,1835448846,2009-05-18 09:01:01,Planetmfiles,Where is spring They are forecasting 30 35 degrees F here tonight I ll have to cover up my seedlings,2009,5,18,9
0,1835573164,2009-05-18 09:17:40,KyraW,agreed tee hee Yeah it is sinus what about you,2009,5,18,9
0,1835642740,2009-05-18 09:26:47,blessedmama,please pray jerry is in a fib and is concerned he ll need to go to the hospital later,2009,5,18,9
0,1835739066,2009-05-18 09:39:02,MartinnCampbell,eminem is amaze L my horoscope sounds scary btwz,2009,5,18,9
0,1835803675,2009-05-18 09:47:04,dez_a_rey,Woke up and my knee was throbbing This can t be good,2009,5,18,9
0,1835836815,2009-05-18 09:51:10,arthur01022,People can be so rude sometimes it hurrts,2009,5,18,9
0,1835852299,2009-05-18 09:53:04,NeonStars88,Trying to stay awake in class today hopefully I can take a nice long nap when I get home Which will be 5 hours from now,2009,5,18,9
0,1835927135,2009-05-18 10:01:57,leahmstafford,I m pretty sure I have a client trying to make me mad,2009,5,18,10
0,1835983042,2009-05-18 10:08:38,mikeydoc,It s got to be bad that i start yawning immediately after finishing a mocha wake up from wawa need more caffeine,2009,5,18,10
0,1835983102,2009-05-18 10:08:38,rayana,is alone for the first time in ages,2009,5,18,10
0,1836008555,2009-05-18 10:11:37,DanEZPZ,Struggling to get motivated today 3 10pm and not done very much,2009,5,18,10
0,1836034857,2009-05-18 10:14:42,inkyjane,get stuck at work while everyone is about to go to bed,2009,5,18,10
0,1836053840,2009-05-18 10:16:51,Minkpuppy,Still a waiting game as far as Momma G is concerned They she s going to pass but just don t know when,2009,5,18,10
0,1836057204,2009-05-18 10:17:14,SylFabulous,ohh feel better I hate when i get that,2009,5,18,10
0,1836095655,2009-05-18 10:21:42,carnageshan,unfortunatly LOTR isnt a revision aid for prehistoric peoples,2009,5,18,10
0,1836151225,2009-05-18 10:28:15,NeoShooter,Got beat in a split decision over the weekend Pics up on my my space and face book later today,2009,5,18,10
0,1836205654,2009-05-18 10:34:29,bukotart21,is falling apart,2009,5,18,10
0,1836206372,2009-05-18 10:34:34,11chiqa11,Just finished the quot big show quot 1st day I m exhausted for real,2009,5,18,10
0,1836349972,2009-05-18 10:50:22,takij,back from the gym eying the box of Golden Grahams cereal but I am gonna stay strong egg whites it is it is gonna be a tough day,2009,5,18,10
0,1836379482,2009-05-18 10:53:34,peacelovepinkk,studyhall with billy lena dan and adam no,2009,5,18,10
0,1836388643,2009-05-18 10:54:34,bobbiembh,tast 1 section a completed still got loads to do though,2009,5,18,10
0,1836412499,2009-05-18 10:57:10,nursejennifer,I m not even gonna b home till 10 2 ballgames tonight,2009,5,18,10
0,1836509458,2009-05-18 11:07:28,BiiBiiLa,i m going to revise again exams i hate that,2009,5,18,11
0,1880090907,2009-05-22 03:04:16,HotMess4CCNK,LOL I actually forgot gasp I m a sinner,2009,5,22,3
0,1880170912,2009-05-22 03:19:41,FERNANDODL,you miss my bday lol,2009,5,22,3
0,1880213512,2009-05-22 03:28:15,jemmypops,I m a ray of sunshine and light today,2009,5,22,3
0,1880266357,2009-05-22 03:38:43,Jendal85,I can t believe you stayed in bed all night and didn t come to work LOL,2009,5,22,3
0,1880320584,2009-05-22 03:49:48,Jibril85,Have to go to the gynaecologist today I hate that there ain t a more dreadful med for me,2009,5,22,3
0,1880411901,2009-05-22 04:08:51,Nebthet,isn t going to be able to do her vlog cause there isn t enough time still gotta get ready for prom HIGH SCHOOL OVER,2009,5,22,4
0,1880425787,2009-05-22 04:11:48,shitika,i wanna go n see the potbelleez in the MET today i can t coz i m shit tired n have uni work,2009,5,22,4
0,1880481518,2009-05-22 04:23:52,pogmohoin,You Know In the Dirt Not the Oven Too Soon I have lost a few hounds but all end up having a dirtnap,2009,5,22,4
0,1880595630,2009-05-22 04:48:18,davetownsendme,Bloody choppy This is the boat that tenders us ashore We going to walk to castello brown 40min walk,2009,5,22,4
0,1880672849,2009-05-22 05:04:58,AwardMedals,A Spanish grandmother who billed herself as the quot world s oldest internet blogger quot has died at the age of 97,2009,5,22,5
0,1880698015,2009-05-22 05:10:31,lozz,Have the urge to make a batch of homebrew Alas my kit is locked away alone in the dark in a Queensland storage facility,2009,5,22,5
0,1880710807,2009-05-22 05:13:21,geek_rohit,I tweeted about it releasing today By I swear I found some confirmed reports on that even bookmyshow had it for this Friday,2009,5,22,5
0,1880752170,2009-05-22 05:22:28,bikedolin,OMG that is so sad never,2009,5,22,5
0,1880810108,2009-05-22 05:35:09,MissChris10,Damn it I can t find my wallet I d lose my head if it weren t attached I swear to god,2009,5,22,5
0,1880854860,2009-05-22 05:44:33,lazyloveruk,Work wank comp wont let anyone log in to anything No fun net for me today,2009,5,22,5
0,1880882377,2009-05-22 05:50:25,le_sloth,any more work and i m going to explode 21 50 on a Friday night wine in hand and still working,2009,5,22,5
0,1881007782,2009-05-22 06:16:43,erinkarenina,Nugo I miss you,2009,5,22,6
0,1881072748,2009-05-22 06:30:27,OneForTheRadiox,The year 11 s hav left now,2009,5,22,6
0,1881095385,2009-05-22 06:35:05,JacThomson,I can t get your audioboos to work but no one cares,2009,5,22,6
0,1881233977,2009-05-22 07:02:27,Bekahpie,wow i hate having to put the effort into looking pretty,2009,5,22,7
0,1881256863,2009-05-22 07:06:51,corradostorm,Im sitting in arrivals in Dublin airport waiting for my sister and the flight is delayed,2009,5,22,7
0,1881259788,2009-05-22 07:07:24,xmaree2802x,back from Salou was awesome but now im knackered and ill back to wok tomorrow xxx,2009,5,22,7
0,1881287395,2009-05-22 07:12:34,iCARAlot,I ve driven through 75mi of absolutely nothing with a lot of absolutely nothing more to come I wish the sun would come out already,2009,5,22,7
0,1881327211,2009-05-22 07:20:01,hersk8er,i dyed my hair black last night and just realized i miss my purple bangs,2009,5,22,7
0,1881331386,2009-05-22 07:20:43,gavlive,Bashed my head on a tree earlier OUCH Lot of pain amp now I feel quite sick,2009,5,22,7
0,1881354174,2009-05-22 07:24:56,SallytheShizzle,fair enough It MAY be something connected to you but that DOESNT mean people have to be mean about it,2009,5,22,7
0,1881464706,2009-05-22 07:44:26,ambienteer,Back to work catch you all later,2009,5,22,7
0,1881505280,2009-05-22 07:50:42,SelenaMKI,Feeling better Blood sugar down to a more human 90 Could be stress Could be this sinusitis Could just be something I ate,2009,5,22,7
0,1881559507,2009-05-22 07:59:27,pseudophreak,just got caught in the rain walking back from asda in my tshirt,2009,5,22,7
0,1881594846,2009-05-22 08:04:50,SatoshiChiba,Check out the new Team Fortress 2 Update It s really awesome and adds so much depth to the game Sadly i have a bad ping with UMTS,2009,5,22,8
0,1881627272,2009-05-22 08:09:54,chazysax,Hi Chaz I love your glasses but I don t know what kind of brand are Please answer This is the picture,2009,5,22,8
0,1881638492,2009-05-22 08:11:35,iyarchuleta,Album Wow It s amazing Dad I m surely gonna but that I wanna join SHF Can I,2009,5,22,8
0,1881700319,2009-05-22 08:20:57,ashleychante,Long distance and in another time zone This sucks I cant even talk to u when i wake up cuz when its 8 here its 5 there,2009,5,22,8
0,1881734935,2009-05-22 08:26:01,ChrisandCal,Thanks been a busy day and havent got around to any FF action,2009,5,22,8
0,1881797784,2009-05-22 08:34:59,jamesmkeith,no pics of drunk girls though,2009,5,22,8
0,1881828397,2009-05-22 08:39:15,Miahpeah,No But I will soon hopefully for my birthday So excited for it,2009,5,22,8
0,1881851733,2009-05-22 08:42:23,letsgetcraZ,i know it sucks carly and i are here for a breakfast and it sucksssssss LOVE YOU BOO,2009,5,22,8
0,1881881924,2009-05-22 08:46:26,KiraAnderson,I had 30 more minutes to sleep and Mamaw called and woke the baby Oh well Time to go to the doctor my turn today fun,2009,5,22,8
0,1881883868,2009-05-22 08:46:42,Kyle270,stupid fire alarms slightest smoke and the beep at me my cookings not that bad,2009,5,22,8
0,1881906582,2009-05-22 08:49:45,nikitax,garyyy i was just about to book bristol tickets how come it got cancelled xx,2009,5,22,8
0,1881958134,2009-05-22 08:56:29,kshearon,really depressed at the missage,2009,5,22,8
0,1881995351,2009-05-22 09:01:03,daisy219,Yeah me too This just makes me so sad and sick Another young life nipped in the bud for no reason,2009,5,22,9
0,1882053618,2009-05-22 09:08:12,joeyadao,Sadly it s just available with the DSG No manual,2009,5,22,9
0,1882130069,2009-05-22 09:17:26,_Peachie,up early bad cramps,2009,5,22,9
0,1882196122,2009-05-22 09:25:13,sara_grace,If you are a single rider on a bus ride you should switch seats to let freinds sit together its just the nice thing to do,2009,5,22,9
0,1882219133,2009-05-22 09:27:55,adrialarasati,IYA i was thinking of ohlala wanna wanna ahh i want her to come too,2009,5,22,9
0,1882225345,2009-05-22 09:28:39,Janie_Hutch,on train home Train full and lots of drunk men in carriage This is going to a long journey,2009,5,22,9
0,1882239706,2009-05-22 09:30:17,tcoulthard,Home for the next eight hours,2009,5,22,9
0,1882268875,2009-05-22 09:33:34,shells9,Leaving for nashville Sooo early I miss my baby dogs already,2009,5,22,9
0,1882321041,2009-05-22 09:39:31,martarhatican,This morning i slipped getting into the shower and hot a busted lip from my shampoo bootle a great way to start off my day,2009,5,22,9
0,1882404516,2009-05-22 09:48:43,jackelineG,we were winning when I went to bed no work today Catch up amp then I ll do the lead when I get home,2009,5,22,9
0,1882521529,2009-05-22 10:01:25,dgiles4289,Wishing I was in MIA W all my peeps But I guess AC will have to do,2009,5,22,10
0,1882551852,2009-05-22 10:04:34,ProfAmy,actually at work better get used to it again,2009,5,22,10
0,1882615368,2009-05-22 10:11:15,teenathebeana,I really wish I wasn t hurting right now I had a GREAT time at Union last night I love Derek,2009,5,22,10
0,1882623534,2009-05-22 10:12:06,carlmans,I m embarrassed that my government even exerted an effort to extract an apology from Alec Baldwin over what he said in Letterman,2009,5,22,10
0,1882636195,2009-05-22 10:13:25,annettenavarro,Check out my new twitter photo This is Candace and a full page running in King Magazines last issue go out and buy it,2009,5,22,10
0,1882651025,2009-05-22 10:15:00,Lovelyyyxo,Its cold out,2009,5,22,10
0,1882653685,2009-05-22 10:15:15,gminks,my head is breaking over something minor but I have to knock this out before I can move on I hate that,2009,5,22,10
0,1882713831,2009-05-22 10:21:31,jbairy,Anything with the word flavor in it for the most part sounds like a good plan to me Unfortunately I m heading to Philly,2009,5,22,10
0,1882763116,2009-05-22 10:26:41,sk8bette,Wow That s really crappy,2009,5,22,10
0,1882766284,2009-05-22 10:27:02,bigenya,I wonder how that was even approved by the ASC in the first place,2009,5,22,10
0,1882810686,2009-05-22 10:31:29,JRKNaughtyNurse,please dont tell me to go to hell Cheer up buttercup All the GG s love ya,2009,5,22,10
0,1882841493,2009-05-22 10:34:36,sciamachy,Gas leak according to Wagamama Birmingham s site,2009,5,22,10
0,1882930823,2009-05-22 10:43:42,SouthTxSun,i AM SO SORRY TO HEAR THAT,2009,5,22,10
0,1882984352,2009-05-22 10:49:04,skrzywoglowy,Can t get the credentials for submitting our video for the launchpad,2009,5,22,10
0,1883050614,2009-05-22 10:55:38,ravis31,Listening to them now Nothing sticks,2009,5,22,10
0,1883139048,2009-05-22 11:04:14,sashelburne,Just saw a paratransit bus on its side on route 50 in NoVA drive safe people,2009,5,22,11
0,1883199634,2009-05-22 11:10:08,RaginiM,is sad,2009,5,22,11
0,1883255877,2009-05-22 11:15:32,YDR313,rough start today very ill unofficial store opening may be delayed,2009,5,22,11
0,1883367395,2009-05-22 11:26:23,phistolemon,I would,2009,5,22,11
0,1883471328,2009-05-22 11:36:14,acasach,so it rained in Atlanta this past weekend and then the rain decided to follow me back to Florida it s pouring here,2009,5,22,11
0,1883504713,2009-05-22 11:39:25,chassitymahaska,i REALLY miss the quot everyone quot button i really enjoyed reading right now s tweets sad i can t find new people now,2009,5,22,11
0,1883529666,2009-05-22 11:41:47,mrjoneslbc,if you don t get it down more then no balcony fun,2009,5,22,11
0,1883663313,2009-05-22 11:54:44,Delisa_C,Working at E Bar allllll day Upset cause I might miss the Magic game tonight,2009,5,22,11
0,1898402477,2009-05-23 21:05:49,LahGurlZoPhresh,Is feelin okay bt coughn excessively,2009,5,23,21
0,1932294380,2009-05-27 00:11:17,amazing_grace13,I would love nothing more than to win the contest but I am a talker not a blogger R U going to enter,2009,5,27,0
0,1932388594,2009-05-27 00:22:07,ohemmgeeitskay,i know the worst part is he wasn t alone I just had my back turned for one second,2009,5,27,0
0,1932418136,2009-05-27 00:25:40,hyunyoung_sd,NOOOO Our win streak ended,2009,5,27,0
0,1932439913,2009-05-27 00:28:19,DapperSnappers,I know I missed everything gno,2009,5,27,0
0,1932476642,2009-05-27 00:32:43,iamjora,What a Lame day I m sure it ll pass me by with NOTHING to do,2009,5,27,0
0,1932487519,2009-05-27 00:34:04,JeanneXay,i C B T H I missed Romeo in the chat FOUR TIMES Im such a looser,2009,5,27,0
0,1932506810,2009-05-27 00:36:26,fzellsukim,I ve always wanted to read Norwegian wood,2009,5,27,0
0,1932570278,2009-05-27 00:44:27,onehourfotodude,My Spy Pen is borked It was ok then it just stopped working No lights nuffin PC can t even read it HRELP,2009,5,27,0
0,1932599116,2009-05-27 00:48:07,Guarantee123,Damn same here boo I bought Benadryl but it knocks me out 4 da ENTIRE day smh,2009,5,27,0
0,1932607304,2009-05-27 00:49:11,QianaDanielle,gives me NO LOVE Jeeeessshhh still love me,2009,5,27,0
0,1932608207,2009-05-27 00:49:18,leighalexander,omg how much do you rule i feel bad but someone already gave me one with the font how i like,2009,5,27,0
0,1932620941,2009-05-27 00:50:57,ellepea,Fuck I m out of floss,2009,5,27,0
0,1932625031,2009-05-27 00:51:29,elav73,The Golf is no more,2009,5,27,0
0,1932657740,2009-05-27 00:55:49,THEsuperboone,ps important folk in California STOP BEING A JERK PLEASE,2009,5,27,0
0,1932793446,2009-05-27 01:13:59,venganza01,GoodWood Mod stealth drum heads came installed them played for 3 hrs straight My hands are numb but I wanna play more Rock Band,2009,5,27,1
0,1932835278,2009-05-27 01:19:57,Sammiie16,It wasn t random I was listenin to tha song,2009,5,27,1
0,1932844828,2009-05-27 01:21:15,Kay_Nain,RIP exodus sympathy goes out to the Tyson family what a tragedy,2009,5,27,1
0,1932857564,2009-05-27 01:23:04,ToXicCupCakeCXC,I think it is sick its still dragging its ass,2009,5,27,1
0,1932896527,2009-05-27 01:28:48,tryingyourluck,summer school started today Going to class is easy it s the homework that sucks,2009,5,27,1
0,1932914900,2009-05-27 01:31:29,GodSon88,yea that s usually how it goes lol but I m mad you got drunk witout me homie,2009,5,27,1
0,1932935094,2009-05-27 01:34:26,pikapal,Took out my old ska CDs I miss 3rd wave ska,2009,5,27,1
0,1932966593,2009-05-27 01:39:12,Meterthis,Welp they lost by 2,2009,5,27,1
0,1933005064,2009-05-27 01:45:02,exortabreedoll,i miss my pumpkin man i don t wanna think about how bastard my ex is,2009,5,27,1
0,1933063237,2009-05-27 01:54:08,SoundExecution,it was my 21st bday and my last 20,2009,5,27,1
0,1933065055,2009-05-27 01:54:24,Amyyyy_xo,me too probably i dont wanna go back though,2009,5,27,1
0,1933078804,2009-05-27 01:56:33,ShesARiot,In Arabic class No further explanation needed right,2009,5,27,1
0,1933094782,2009-05-27 01:59:08,Grimninja1604,Hehehe it was good but they went too quick y,2009,5,27,1
0,1933176311,2009-05-27 02:11:42,lokeuei,ahhhh missed this when is the next,2009,5,27,2
0,1933187288,2009-05-27 02:13:27,lillylil,just finished flyering at the Passion Pit show I could hear them but i couldn t SEE them,2009,5,27,2
0,1933230130,2009-05-27 02:20:26,MonicaDarling,Nothing is working out with my burned ass calves But i really wanna sleep Help me,2009,5,27,2
0,1936017509,2009-05-27 10:18:16,jemjem1983,Fin work Now on bus And it stinks of sick E it reaks Blahhh I wana get off,2009,5,27,10
0,1936025068,2009-05-27 10:19:08,mrhawk1,Late for work and a cat peed on my gi,2009,5,27,10
0,1936062328,2009-05-27 10:23:11,davidcelis,your twitter icon doesn t show up you should reupload it or change it or something it s just blank,2009,5,27,10
0,1936071925,2009-05-27 10:24:15,crissy76,No don t rain We have a debuton at the shop her pics r today,2009,5,27,10
0,1936098342,2009-05-27 10:27:08,LydiaBreakfast,would love to DM but you are not following me,2009,5,27,10
0,1955846404,2009-05-28 23:43:29,priyamaine,I ll tell it to anyone who will listen Your posts don t mention dissent in Diaspora Perhaps LTTE has murdered them all,2009,5,28,23
0,1955851957,2009-05-28 23:44:07,josefamanriquez,if i die tomorrow i will never know the date of the song love ya,2009,5,28,23
0,1955854365,2009-05-28 23:44:20,houseoftequila,hacking Safari yet again Why doesnt PyObjC s poseAsClass method appear to be there,2009,5,28,23
0,1955963036,2009-05-28 23:56:03,_missnicole,whoa rejected I was rejected Help,2009,5,28,23
